Time[min];Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
0,03;0,03;17,00;17,00;0,00;15,00;0,00;22,00
0,19;0,19;24,70;17,00;2000,00;20,24;101,80;22,00
0,36;0,36;24,90;17,00;2000,00;23,29;208,86;22,00
0,53;0,53;25,00;17,00;2000,00;24,40;301,80;22,00
0,69;0,69;25,30;17,00;2000,00;24,90;388,69;22,00
0,86;0,86;25,60;17,00;2000,00;25,23;463,43;22,00
1,03;1,03;26,00;17,00;2000,00;25,60;542,99;22,00
1,19;1,19;26,30;17,00;2000,00;26,00;620,50;22,00
1,36;1,36;26,70;17,00;2000,00;26,39;694,53;22,00
1,53;1,53;27,10;17,00;2000,00;26,79;766,21;22,00
1,69;1,69;27,50;17,00;2000,00;27,16;827,22;22,00
1,86;1,86;27,80;17,00;2000,00;27,58;893,83;22,00
2,03;2,03;28,30;17,00;2000,00;28,00;958,20;22,00
2,19;2,19;28,70;17,00;2000,00;28,40;1018,93;22,00
2,36;2,36;29,10;17,00;2000,00;28,82;1077,45;22,00
2,53;2,53;29,40;17,00;2000,00;29,22;1133,92;22,00
2,70;2,7;29,80;17,00;2000,00;29,57;1182,22;22,00
2,86;2,86;30,20;17,00;2000,00;29,96;1234,31;22,00
3,03;3,03;30,50;17,00;2000,00;30,37;1285,08;22,00
3,20;3,2;30,90;17,00;2000,00;30,78;1333,06;22,00
3,36;3,36;31,30;17,00;2000,00;31,13;1379,21;22,00
3,53;3,53;31,80;17,00;2000,00;31,54;1423,84;22,00
3,70;3,7;32,10;17,00;2000,00;31,91;1463,03;22,00
3,86;3,86;32,50;17,00;2000,00;32,30;1504,39;22,00
4,03;4,03;32,90;17,00;2000,00;32,71;1544,03;22,00
4,20;4,2;33,30;17,00;2000,00;33,10;1582,69;22,00
4,36;4,36;33,70;17,00;2000,00;33,52;1619,60;22,00
4,53;4,53;34,00;17,00;2000,00;33,92;1655,19;22,00
4,70;4,7;34,50;17,00;2000,00;34,27;1685,98;22,00
4,86;4,86;34,90;17,00;2000,00;34,70;1719,14;22,00
5,03;5,03;35,20;17,00;1500,00;35,07;1743,30;22,00
5,20;5,2;35,50;17,16;1500,00;35,46;1750,00;22,00
5,36;5,36;35,80;17,33;1500,00;35,75;1756,02;22,00
5,53;5,53;35,80;17,49;1500,00;35,95;1761,37;22,00
5,70;5,7;35,80;17,66;1500,00;36,01;1765,42;22,00
5,86;5,86;35,90;17,83;1500,00;36,04;1769,55;22,00
6,03;6,03;35,80;17,99;1500,00;36,06;1773,43;22,00
6,20;6,2;35,80;18,16;1500,00;36,06;1777,13;22,00
6,36;6,36;35,80;18,33;1500,00;36,06;1780,70;22,00
6,53;6,53;35,90;18,49;1500,00;36,08;1783,87;22,00
6,70;6,7;35,90;18,66;1500,00;36,11;1787,31;22,00
6,86;6,86;35,90;18,83;1500,00;36,14;1790,62;22,00
7,03;7,03;36,00;18,99;1500,00;36,15;1793,66;22,00
7,20;7,2;36,00;19,16;1500,00;36,20;1796,81;22,00
7,36;7,36;36,00;19,33;1500,00;36,24;1799,79;22,00
7,53;7,53;36,00;19,49;1500,00;36,25;1802,28;22,00
7,70;7,70;36,10;19,66;1500,00;36,29;1805,05;22,00
7,86;7,86;36,10;19,83;1500,00;36,34;1807,72;22,00
8,03;8,03;36,20;19,99;1500,00;36,40;1810,38;22,00
8,20;8,20;36,30;20,16;1500,00;36,50;1813,13;22,00
8,36;8,36;36,40;20,33;1500,00;36,55;1815,57;22,00
8,53;8,53;36,50;20,49;1500,00;36,64;1817,87;22,00
8,70;8,70;36,50;20,66;1500,00;36,72;1820,24;22,00
8,86;8,86;36,70;20,83;1500,00;36,83;1822,63;22,00
9,03;9,03;36,70;20,99;1500,00;36,92;1824,88;22,00
9,20;9,20;36,80;21,16;1500,00;37,00;1827,01;22,00
9,36;9,36;36,90;21,33;1500,00;37,08;1828,99;22,00
9,53;9,53;37,00;21,49;1500,00;37,20;1831,02;22,00
9,70;9,70;37,20;21,66;1500,00;37,28;1832,93;22,00
9,86;9,86;37,20;21,83;1500,00;37,40;1834,93;22,00
10,03;10,03;37,40;21,99;1500,00;37,52;1836,85;22,00
10,20;10,20;37,50;22,16;1500,00;37,65;1838,60;22,00
10,36;10,36;37,60;22,33;1500,00;37,78;1840,42;22,00
10,53;10,53;37,80;22,49;1500,00;37,89;1842,12;22,00
10,70;10,70;37,90;22,66;1500,00;38,03;1843,87;22,00
10,86;10,86;38,00;22,83;1500,00;38,15;1845,44;22,00
11,03;11,03;38,10;22,99;1500,00;38,28;1846,92;22,00
11,20;11,20;38,30;23,16;1500,00;38,42;1848,48;22,00
11,36;11,36;38,40;23,33;1500,00;38,56;1849,96;22,00
11,53;11,53;38,60;23,49;1500,00;38,69;1851,35;22,00
11,70;11,70;38,60;23,66;1500,00;38,80;1852,63;22,00
11,86;11,86;38,70;23,83;1500,00;38,90;1853,71;22,00
12,03;12,03;38,90;23,99;1500,00;39,00;1854,82;22,00
12,20;12,20;39,00;24,16;1500,00;39,15;1856,12;22,00
12,36;12,36;39,10;24,33;1500,00;39,26;1857,20;22,00
12,53;12,53;39,20;24,49;1500,00;39,37;1858,17;22,00
12,70;12,70;39,40;24,66;1500,00;39,53;1859,43;22,00
12,86;12,86;39,60;24,83;1500,00;39,65;1860,44;22,00
13,03;13,03;39,80;24,99;1500,00;39,84;1861,72;22,00
13,20;13,20;40,00;25,16;1500,00;40,02;1862,88;22,00
13,36;13,36;40,20;25,33;1500,00;40,23;1864,21;22,00
13,53;13,53;40,40;25,49;1500,00;40,45;1865,51;22,00
13,70;13,70;40,70;25,66;0,00;40,67;1866,76;22,00
13,86;13,86;40,90;25,66;0,00;40,67;1866,76;22,00
14,03;14,03;41,00;25,66;0,00;40,67;1866,76;22,00
14,20;14,20;41,30;25,66;0,00;40,67;1866,76;22,00
14,36;14,36;41,50;25,66;0,00;40,67;1866,76;22,00
14,53;14,53;41,70;25,66;0,00;40,67;1866,76;22,00
14,70;14,70;41,80;25,66;0,00;40,67;1866,76;22,00
14,86;14,86;42,00;25,69;1500,00;40,86;1865,98;22,00
15,03;15,03;42,10;25,85;1500,00;41,84;1870,97;22,00
15,20;15,20;42,40;26,02;0,00;42,26;1808,02;22,00
15,36;15,36;42,50;26,19;0,00;42,53;1740,13;22,00
15,53;15,53;42,60;26,35;0,00;42,68;1680,47;22,00
15,70;15,70;42,80;26,52;0,00;42,82;1616,82;22,00
15,86;15,86;42,80;26,69;0,00;42,95;1555,17;22,00
16,03;16,03;43,00;26,85;0,00;43,06;1496,21;22,00
16,20;16,20;43,10;27,02;0,00;43,18;1439,54;22,00
16,37;16,37;43,20;27,19;0,00;43,29;1385,02;22,00
16,53;16,53;43,30;27,35;0,00;43,37;1332,12;22,00
16,70;16,70;43,40;27,52;0,00;43,46;1286,99;22,00
16,87;16,87;43,50;27,69;0,00;43,57;1238,29;22,00
17,03;17,03;43,60;27,85;0,00;43,63;1190,99;22,00
17,20;17,20;43,70;28,02;0,00;43,74;1145,95;22,00
17,37;17,37;43,80;28,19;0,00;43,83;1116,61;22,00
17,53;17,53;43,80;28,35;0,00;43,91;1073,82;22,00
17,70;17,70;43,90;28,52;0,00;43,98;1036,95;22,00
17,87;17,87;44,00;28,69;0,00;44,03;997,61;22,00
18,03;18,03;44,10;28,85;0,00;44,13;960,20;22,00
18,20;18,20;44,10;29,02;0,00;44,18;924,22;22,00
18,37;18,37;44,20;29,19;0,00;44,24;889,21;22,00
18,53;18,53;44,30;29,35;0,00;44,28;855,67;22,00
18,70;18,70;44,30;29,52;0,00;44,35;823,01;22,00
18,87;18,87;44,30;29,69;0,00;44,38;791,91;22,00
19,03;19,03;44,40;29,85;0,00;44,44;765,00;22,00
19,20;19,20;44,50;30,02;0,00;44,50;735,95;22,00
19,37;19,37;44,50;30,19;0,00;44,55;708,15;22,00
19,53;19,53;44,60;30,35;0,00;44,59;681,21;22,00
19,70;19,70;44,60;30,52;0,00;44,64;655,51;22,00
19,87;19,87;44,60;30,69;0,00;44,65;630,47;22,00
20,03;20,03;44,70;30,85;0,00;44,69;608,89;22,00
20,20;20,20;44,70;31,02;0,00;44,74;585,96;22,00
20,37;20,37;44,80;31,19;0,00;44,77;563,82;22,00
20,53;20,53;44,80;31,35;0,00;44,82;542,62;22,00
20,70;20,70;44,80;31,52;0,00;44,84;521,82;22,00
20,87;20,87;44,80;31,69;0,00;44,84;501,89;22,00
21,03;21,03;44,90;31,85;0,00;44,88;484,80;22,00
21,20;21,20;45,00;32,02;0,00;44,94;466,67;22,00
21,37;21,37;45,00;32,19;0,00;44,97;449,02;22,00
21,53;21,53;45,00;32,35;0,00;45,01;432,08;22,00
21,70;21,70;45,00;32,52;0,00;45,02;415,56;22,00
21,87;21,87;45,00;32,69;0,00;45,02;401,47;22,00
22,03;22,03;45,00;32,86;0,00;45,02;386,17;22,00
22,20;22,20;45,10;33,02;0,00;45,05;371,51;22,00
22,37;22,37;45,10;33,19;0,00;45,09;357,66;22,00
22,53;22,53;45,10;33,36;0,00;45,11;344,22;22,00
22,70;22,70;45,10;33,52;0,00;45,11;331,23;22,00
22,87;22,87;45,10;33,69;0,00;45,14;318,77;22,00
23,03;23,03;45,10;33,86;0,00;45,13;308,00;22,00
23,20;23,20;45,20;34,02;0,00;45,16;296,36;22,00
23,37;23,37;45,20;34,19;0,00;45,19;285,14;22,00
23,53;23,53;45,20;34,36;0,00;45,20;274,39;22,00
23,70;23,70;45,20;34,52;0,00;45,20;265,03;22,00
23,87;23,87;45,20;34,69;0,00;45,20;255,00;22,00
24,03;24,03;45,20;34,86;0,00;45,21;245,48;22,00
24,20;24,20;45,30;35,02;0,00;45,24;236,36;22,00
24,37;24,37;45,30;35,19;0,00;45,28;227,66;22,00
24,53;24,53;45,20;35,36;0,00;45,27;219,09;22,00
24,70;24,70;45,30;35,52;0,00;45,27;210,91;22,00
24,87;24,87;45,30;35,69;0,00;45,27;203,73;22,00
25,04;25,04;45,30;35,86;0,00;45,26;196,10;22,00
25,20;25,20;45,30;36,02;0,00;45,28;188,85;22,00
25,37;25,37;45,30;36,19;0,00;45,27;181,71;22,00
25,54;25,54;45,30;36,36;0,00;45,28;174,92;22,00
25,70;25,70;45,30;36,52;0,00;45,28;169,03;22,00
25,87;25,87;45,30;36,69;0,00;45,27;162,62;22,00
26,04;26,04;45,30;36,86;0,00;45,28;156,65;22,00
26,20;26,20;45,30;37,00;0,00;45,27;150,80;22,00
26,37;26,37;45,30;37,00;0,00;45,23;145,02;22,00
26,54;26,54;45,30;37,00;0,00;45,22;139,58;22,00
26,70;26,70;45,20;37,00;0,00;45,21;134,36;22,00
26,87;26,87;45,30;37,00;0,00;45,19;129,79;22,00
27,04;27,04;45,20;37,00;0,00;45,21;125,12;22,00
27,20;27,20;45,20;37,00;0,00;45,20;120,45;22,00
27,37;27,37;45,20;37,00;0,00;45,19;115,90;22,00
27,54;27,54;45,30;37,00;0,00;45,18;111,60;22,00
27,70;27,70;45,20;37,00;0,00;45,22;108,08;22,00
27,87;27,87;45,20;37,00;0,00;45,19;104,01;22,00
28,04;28,04;45,20;37,00;0,00;45,18;100,13;22,00
28,20;28,20;45,20;37,00;0,00;45,18;96,51;22,00
28,37;28,37;45,20;37,00;0,00;45,18;106,76;22,00
28,54;28,54;45,20;37,00;0,00;45,18;102,89;22,00
28,70;28,70;45,20;37,00;0,00;45,18;99,44;22,00
28,87;28,87;45,20;37,00;200,00;45,17;98,69;22,00
29,04;29,04;45,20;37,00;200,00;45,17;104,69;22,00
29,20;29,20;45,20;37,00;200,00;45,18;110,43;22,00
29,37;29,37;45,20;37,00;200,00;45,18;115,44;22,00
29,54;29,54;45,20;37,00;200,00;45,18;120,80;22,00
29,70;29,70;45,20;37,00;200,00;45,18;125,98;22,00
29,87;29,87;45,20;37,00;200,00;45,18;130,90;22,00
30,04;30,04;45,10;37,00;200,00;45,16;135,54;22,00
30,20;30,20;45,10;37,00;400,00;45,12;145,73;22,00
30,37;30,37;45,10;37,00;400,00;45,11;158,11;22,00
30,54;30,54;45,10;37,00;400,00;45,09;171,27;22,00
30,70;30,70;45,10;37,00;400,00;45,09;180,17;22,00
30,87;30,87;45,10;37,00;400,00;45,09;196,40;22,00
31,04;31,04;45,00;37,00;400,00;45,07;208,09;22,00
31,20;31,20;45,00;37,00;400,00;45,03;219,19;22,00
31,37;31,37;45,10;37,00;1500,00;45,05;245,23;22,00
31,54;31,54;45,00;37,00;1500,00;45,06;308,09;22,00
31,70;31,70;45,10;37,00;1500,00;45,07;368,49;22,00
31,87;31,87;45,10;37,00;1500,00;45,09;426,61;22,00
32,04;32,04;45,10;37,00;1500,00;45,11;482,80;22,00
32,20;32,20;45,10;37,00;1500,00;45,13;530,91;22,00
32,37;32,37;45,20;37,00;1500,00;45,14;582,41;22,00
32,54;32,54;45,10;37,00;1500,00;45,16;631,95;22,00
32,70;32,70;45,20;37,00;1500,00;45,17;680,44;22,00
32,87;32,87;45,20;37,00;1500,00;45,24;727,00;22,00
33,04;33,04;45,20;37,00;1500,00;45,26;766,96;22,00
33,21;33,21;45,30;37,00;1500,00;45,28;809,91;22,00
33,37;33,37;45,30;37,00;1500,00;45,35;851,00;22,00
33,54;33,54;45,40;37,00;1500,00;45,41;890,72;22,00
33,71;33,71;45,50;37,00;1500,00;45,47;928,87;22,00
33,87;33,87;45,50;37,00;1500,00;45,55;965,62;22,00
34,04;34,04;45,50;37,00;1500,00;45,59;997,36;22,00
34,21;34,21;45,60;37,00;1500,00;45,63;1031,29;22,00
34,37;34,37;45,70;37,00;1500,00;45,74;1064,65;22,00
34,54;34,54;45,70;37,00;1500,00;45,81;1093,26;22,00
34,71;34,71;45,90;37,00;1000,00;45,91;1105,91;22,00
34,87;34,87;45,90;37,00;1000,00;45,99;1111,89;22,00
35,04;35,04;46,10;37,00;1000,00;46,11;1117,79;22,00
35,21;35,21;46,20;37,00;1000,00;46,19;1123,32;22,00
35,37;35,37;46,30;37,00;1000,00;46,29;1128,18;22,00
35,54;35,54;46,40;37,00;1000,00;46,40;1133,38;22,00
35,71;35,71;46,40;37,00;1000,00;46,49;1138,35;22,00
35,87;35,87;46,60;37,00;1000,00;46,59;1143,15;22,00
36,04;36,04;46,70;37,00;1000,00;46,69;1147,70;22,00
36,21;36,21;46,80;37,00;1000,00;46,81;1151,79;22,00
36,37;36,37;46,90;37,00;1000,00;46,92;1156,14;22,00
36,54;36,54;47,00;37,00;1000,00;47,05;1160,44;22,00
36,71;36,71;47,10;37,00;1000,00;47,16;1164,42;22,00
36,87;36,87;47,20;37,00;1000,00;47,27;1170,48;22,00
37,04;37,04;47,30;37,00;1000,00;47,37;1173,75;22,00
37,21;37,21;47,50;37,00;1000,00;47,46;1177,17;22,00
37,37;37,37;47,50;37,00;1000,00;47,58;1180,56;22,00
37,54;37,54;47,70;37,00;1000,00;47,68;1183,75;22,00
37,71;37,71;47,70;37,00;1000,00;47,78;1186,54;22,00
37,87;37,87;47,80;37,00;1000,00;47,88;1189,45;22,00
38,04;38,04;47,90;37,00;1000,00;47,98;1192,28;22,00
38,21;38,21;48,00;37,00;1000,00;48,10;1195,09;22,00
38,37;38,37;48,20;37,00;1000,00;48,19;1197,60;22,00
38,54;38,54;48,20;37,00;1000,00;48,29;1200,13;22,00
38,71;38,71;48,40;37,00;1000,00;48,41;1202,63;22,00
38,87;38,87;48,50;37,00;1000,00;48,52;1204,85;22,00
39,04;39,04;48,60;37,00;1000,00;48,65;1221,68;22,00
39,21;39,21;48,70;37,00;1000,00;48,74;1223,22;22,00
39,37;39,37;48,80;37,00;1000,00;48,86;1224,86;22,00
39,54;39,54;48,90;37,00;1000,00;48,97;1226,33;22,00
39,71;39,71;49,00;37,00;1000,00;49,08;1227,78;22,00
39,87;39,87;49,20;37,00;1000,00;49,19;1229,11;22,00
40,04;40,04;49,30;37,00;1000,00;49,32;1230,57;22,00
40,21;40,21;49,40;37,00;1000,00;49,40;1231,70;22,00
40,37;40,37;49,50;37,00;1000,00;49,54;1233,12;22,00
40,54;40,54;49,60;37,00;1000,00;49,64;1234,28;22,00
40,71;40,71;49,70;37,00;1000,00;49,76;1235,48;22,00
40,87;40,87;49,80;37,00;800,00;49,87;1234,54;22,00
41,04;41,04;49,90;37,00;800,00;49,97;1227,03;22,00
41,21;41,21;50,00;37,00;800,00;50,06;1218,81;22,00
41,37;41,37;50,10;37,00;800,00;50,15;1211,03;22,00
41,54;41,54;50,20;37,00;500,00;50,27;1194,64;22,00
41,71;41,71;50,30;37,00;500,00;50,36;1173,49;22,00
41,87;41,87;50,50;37,00;500,00;50,47;1153,34;22,00
42,04;42,04;50,60;37,00;500,00;50,59;1133,92;22,00
42,21;42,21;50,70;37,00;500,00;50,69;1115,00;22,00
42,37;42,37;50,80;37,00;500,00;50,81;1097,03;22,00
42,54;42,54;50,90;37,00;500,00;50,89;1079,66;22,00
42,71;42,71;51,00;37,00;500,00;51,03;1063,12;22,00
42,87;42,87;51,10;37,00;500,00;51,13;1048,47;22,00
43,04;43,04;51,20;37,00;500,00;51,19;1032,95;22,00
43,21;43,21;51,30;37,00;500,00;51,30;1017,85;22,00
43,37;43,37;51,40;37,00;500,00;51,39;1003,28;22,00
43,54;43,54;51,50;37,00;500,00;51,49;989,08;22,00
43,71;43,71;51,50;37,00;500,00;51,56;976,87;22,00
43,87;43,87;51,60;37,00;500,00;51,65;963,76;22,00
44,04;44,04;51,70;37,00;500,00;51,72;951,35;22,00
44,21;44,21;51,80;37,00;500,00;51,82;939,38;22,00
44,37;44,37;51,90;37,00;500,00;51,90;927,80;22,00
44,54;44,54;51,90;37,00;500,00;51,97;917,78;22,00
44,71;44,71;52,00;37,00;500,00;52,02;906,89;22,00
44,87;44,87;52,10;37,00;500,00;52,09;896,63;22,00
45,04;45,04;52,20;37,00;500,00;52,19;886,77;22,00
45,21;45,21;52,20;37,00;500,00;52,25;877,18;22,00
45,37;45,37;52,40;37,00;500,00;52,34;868,11;22,00
45,54;45,54;52,40;37,00;500,00;52,43;859,38;22,00
45,71;45,71;52,50;37,00;500,00;52,48;850,85;22,00
45,87;45,87;52,50;37,00;500,00;52,54;843,47;22,00
46,04;46,04;52,60;37,00;500,00;52,62;835,66;22,00
46,21;46,21;52,70;37,02;500,00;52,67;828,05;22,00
46,37;46,37;52,80;37,12;500,00;52,74;820,74;22,00
46,54;46,54;52,80;37,22;500,00;52,83;813,85;22,00
46,71;46,71;52,90;37,32;500,00;52,89;807,04;22,00
46,87;46,87;53,00;37,42;500,00;52,95;800,50;22,00
47,04;47,04;53,00;37,52;500,00;53,03;794,30;22,00
47,21;47,21;53,10;37,62;500,00;53,07;788,68;22,00
47,38;47,38;53,10;37,72;500,00;53,13;782,89;22,00
47,54;47,54;53,20;37,82;500,00;53,17;777,11;22,00
47,71;47,71;53,20;37,92;500,00;53,23;771,73;22,00
47,88;47,88;53,30;38,02;400,00;53,29;767,56;22,00
48,04;48,04;53,30;38,12;400,00;53,34;757,67;22,00
48,21;48,21;53,40;38,22;400,00;53,37;748,10;22,00
48,38;48,38;53,50;38,32;400,00;53,43;740,02;22,00
48,54;48,54;53,50;38,42;400,00;53,50;731,39;22,00
48,71;48,71;53,60;38,52;400,00;53,55;722,92;22,00
48,88;48,88;53,60;38,62;400,00;53,62;714,91;22,00
49,04;49,04;53,60;38,72;400,00;53,64;706,98;22,00
49,21;49,21;53,70;38,82;400,00;53,71;699,54;22,00
49,38;49,38;53,70;38,92;400,00;53,76;692,26;22,00
49,54;49,54;53,80;39,02;400,00;53,81;686,07;22,00
49,71;49,71;53,90;39,12;400,00;53,84;679,26;22,00
49,88;49,88;53,90;39,22;400,00;53,91;672,97;22,00
50,04;50,04;54,00;39,32;400,00;53,96;666,78;22,00
50,21;50,21;54,00;39,42;400,00;54,01;660,82;22,00
50,38;50,38;54,00;39,52;400,00;54,04;655,01;22,00
50,54;50,54;54,10;39,62;400,00;54,07;649,39;22,00
50,71;50,71;54,10;39,72;400,00;54,11;643,95;22,00
50,88;50,88;54,20;39,82;400,00;54,14;639,30;22,00
51,04;51,04;54,20;39,92;400,00;54,17;634,25;22,00
51,21;51,21;54,20;40,02;400,00;54,20;629,56;22,00
51,38;51,38;54,30;40,12;400,00;54,24;624,90;22,00
51,54;51,54;54,30;40,22;400,00;54,31;620,63;22,00
51,71;51,71;54,40;40,32;400,00;54,36;616,51;22,00
51,88;51,88;54,40;40,42;400,00;54,41;612,51;22,00
52,04;52,04;54,40;40,52;0,00;54,43;603,20;22,00
52,21;52,21;54,50;40,62;0,00;54,46;582,71;22,00
52,38;52,38;54,50;40,72;200,00;54,50;567,70;22,00
52,54;52,54;54,60;40,82;200,00;54,52;555,84;22,00
52,71;52,71;54,60;40,92;200,00;54,59;544,82;22,00
52,88;52,88;54,60;41,02;200,00;54,62;533,86;22,00
53,04;53,04;54,60;41,12;200,00;54,62;523,36;22,00
53,21;53,21;54,60;41,22;200,00;54,68;513,38;22,00
53,38;53,38;54,70;41,32;200,00;54,70;503,75;22,00
53,54;53,54;54,70;41,42;200,00;54,71;494,37;22,00
53,71;53,71;54,70;41,52;200,00;54,72;485,25;22,00
53,88;53,88;54,70;41,62;200,00;54,72;476,51;22,00
54,04;54,04;54,70;41,72;200,00;54,76;469,10;22,00
54,21;54,21;54,80;41,82;200,00;54,77;460,99;22,00
54,38;54,38;54,80;41,92;200,00;54,80;453,36;22,00
54,54;54,54;54,80;42,02;200,00;54,81;445,93;22,00
54,71;54,71;54,80;42,12;200,00;54,83;438,83;22,00
54,88;54,88;54,80;42,22;200,00;54,84;431,76;22,00
55,04;55,04;54,90;42,32;1500,00;54,88;425,30;22,00
55,21;55,21;54,90;42,42;200,00;54,90;425,09;22,00
55,38;55,38;54,90;42,52;200,00;54,90;418,65;22,00
55,54;55,54;54,90;42,62;200,00;54,91;412,47;22,00
55,71;55,71;54,90;42,72;200,00;54,91;406,44;22,00
55,88;55,88;54,90;42,82;200,00;54,93;401,41;22,00
56,04;56,04;55,00;42,92;200,00;54,95;395,95;22,00
56,21;56,21;55,00;43,02;200,00;54,95;390,65;22,00
56,38;56,38;55,00;43,12;200,00;54,99;385,69;22,00
56,54;56,54;55,00;43,22;200,00;54,99;380,73;22,00
56,71;56,71;55,00;43,32;200,00;55,00;375,98;22,00
56,88;56,88;55,00;43,42;200,00;55,03;371,56;22,00
57,04;57,04;55,00;43,52;200,00;55,03;367,18;22,00
57,21;57,21;55,10;43,62;200,00;55,02;363,24;22,00
57,38;57,38;55,00;43,72;200,00;55,02;359,17;22,00
57,54;57,54;55,00;43,82;200,00;55,07;355,49;22,00
57,71;57,71;55,10;43,92;200,00;55,08;351,72;22,00
57,88;57,88;55,10;44,02;200,00;55,09;348,14;22,00
58,04;58,04;55,10;44,12;200,00;55,09;344,62;22,00
58,21;58,21;55,10;44,22;300,00;55,09;345,60;22,00
58,38;58,38;55,10;44,32;300,00;55,08;346,88;22,00
58,54;58,54;55,10;44,42;300,00;55,08;348,18;22,00
58,71;58,71;55,10;44,52;300,00;55,07;349,28;22,00
58,88;58,88;55,10;44,62;300,00;55,09;350,56;22,00
59,04;59,04;55,10;44,72;300,00;55,09;351,75;22,00
59,21;59,21;55,10;44,82;300,00;55,10;352,88;22,00
59,38;59,38;55,10;44,92;300,00;55,10;353,98;22,00
59,54;59,54;55,10;45,02;300,00;55,10;355,01;22,00
59,71;59,71;55,10;45,12;300,00;55,10;355,90;22,00
59,88;59,88;55,10;45,22;300,00;55,10;356,85;22,00
60,04;60,04;55,10;45,32;300,00;55,10;357,77;22,00
60,21;60,21;55,10;45,42;300,00;55,10;358,65;22,00
60,38;60,38;55,10;45,52;300,00;55,10;359,51;22,00
60,55;60,55;55,10;45,62;350,00;55,11;362,03;22,00
60,71;60,71;55,20;45,72;350,00;55,10;365,11;22,00
60,88;60,88;55,20;45,82;350,00;55,10;368,11;22,00
61,05;61,05;55,20;45,92;300,00;55,15;369,74;22,00
61,21;61,21;55,10;46,02;300,00;55,13;370,10;22,00
61,38;61,38;55,10;46,12;300,00;55,13;370,45;22,00
61,55;61,55;55,10;46,22;300,00;55,12;370,83;22,00
61,71;61,71;55,20;46,32;300,00;55,15;371,35;22,00
61,88;61,88;55,10;46,42;300,00;55,12;371,57;22,00
62,05;62,05;55,20;46,52;300,00;55,11;371,86;22,00
62,21;62,21;55,20;46,62;300,00;55,13;372,32;22,00
62,38;62,38;55,10;46,72;300,00;55,17;372,85;22,00
62,55;62,55;55,20;46,82;300,00;55,19;373,19;22,00
62,71;62,71;55,20;46,92;300,00;55,22;373,65;22,00
62,88;62,88;55,30;47,02;300,00;55,24;374,04;22,00
63,05;63,05;55,30;47,12;300,00;55,26;374,41;22,00
63,21;63,21;55,30;47,22;300,00;55,29;374,77;22,00
63,38;63,38;55,30;47,32;300,00;55,30;375,05;22,00
63,55;63,55;55,30;47,42;300,00;55,29;375,26;22,00
63,71;63,71;55,30;47,52;300,00;55,30;375,50;22,00
63,88;63,88;55,20;47,62;300,00;55,29;375,64;22,00
64,05;64,05;55,20;47,72;300,00;55,25;375,67;22,00
64,21;64,21;55,30;47,82;300,00;55,26;375,90;22,00
0,03;64,24;55,30;55,00;0,00;55,26;375,90;22,00
0,20;64,41;55,30;55,00;1500,00;55,26;375,90;22,00
0,36;64,57;55,30;55,00;1500,00;55,26;375,90;22,00
0,53;64,74;55,30;55,00;1500,00;55,26;375,90;22,00
0,70;64,91;55,30;55,00;867,00;55,26;395,58;22,00
0,86;65,07;55,30;55,00;0,00;55,11;413,16;22,00
1,03;65,24;55,30;55,00;0,00;55,24;399,22;22,00
1,20;65,41;55,30;55,00;0,00;55,28;384,40;22,00
1,36;65,57;55,30;55,00;0,00;55,32;370,41;22,00
1,53;65,74;55,40;55,00;0,00;55,36;356,58;22,00
1,70;65,91;55,50;55,00;0,00;55,38;343,46;22,00
1,86;66,07;55,50;55,00;0,00;55,44;330,93;22,00
2,03;66,24;55,50;55,00;0,00;55,45;319,88;22,00
2,20;66,41;55,50;55,00;0,00;55,45;307,67;22,00
2,36;66,57;55,50;55,00;0,00;55,47;296,35;22,00
2,53;66,74;55,50;55,00;1,00;55,48;285,37;22,00
2,70;66,91;55,50;55,00;2,00;55,48;274,76;22,00
2,86;67,07;55,50;55,00;6,00;55,48;264,60;22,00
3,03;67,24;55,50;55,00;11,00;55,48;254,98;22,00
3,20;67,41;55,50;55,00;15,00;55,48;245,93;22,00
3,36;67,57;55,50;55,00;14,00;55,48;237,99;22,00
3,53;67,74;55,50;55,00;17,00;55,48;229,73;22,00
3,70;67,91;55,50;55,00;21,00;55,48;221,62;22,00
3,86;68,07;55,50;55,00;22,00;55,48;214,14;22,00
4,03;68,24;55,50;55,00;26,00;55,47;207,00;22,00
4,20;68,41;55,50;55,00;29,00;55,47;200,24;22,00
4,36;68,57;55,50;55,00;30,00;55,47;193,86;22,00
4,53;68,74;55,50;55,00;32,00;55,47;187,64;22,00
4,70;68,91;55,50;55,00;34,00;55,47;181,86;22,00
4,86;69,07;55,40;55,00;98,00;55,41;176,72;22,00
5,03;69,24;55,40;55,00;214,00;55,38;177,46;22,00
5,20;69,41;55,40;55,00;231,00;55,37;181,53;22,00
5,36;69,57;55,30;55,00;220,00;55,37;185,74;22,00
5,53;69,74;55,40;55,00;229,00;55,36;190,41;22,00
5,70;69,91;55,40;55,00;190,00;55,37;193,52;22,00
5,86;70,07;55,30;55,00;203,00;55,34;195,07;22,00
6,03;70,24;55,30;55,00;346,00;55,30;200,34;22,00
6,20;70,41;55,30;55,00;353,00;55,28;209,61;22,00
6,36;70,57;55,30;55,00;322,00;55,28;218,10;22,00
6,53;70,74;55,30;55,00;288,00;55,28;224,75;22,00
